Team,Side,Formation,Package,Play
Tampa Bay Buccaneers,Offense,Bunch,Flush,Weak Dive
Tampa Bay Buccaneers,Offense,Bunch,Flush,50 Z Slant
Tampa Bay Buccaneers,Offense,Bunch,Flush,Weak Toss
Tampa Bay Buccaneers,Offense,Bunch,Flush,HB Pass
Tampa Bay Buccaneers,Offense,Bunch,Flush,Strong Toss
Tampa Bay Buccaneers,Offense,Bunch,Flush,PA X Slide-n-Go
Tampa Bay Buccaneers,Offense,Bunch,Flush,Strong Draw
Tampa Bay Buccaneers,Offense,Bunch,Flush,RO Z Deep Hook
Tampa Bay Buccaneers,Offense,Bunch,Flush,Fake Toss Reverse
Tampa Bay Buccaneers,Offense,Bunch,Flush,50 Double Swing
Tampa Bay Buccaneers,Offense,Bunch,Flush,Strong T-Toss
Tampa Bay Buccaneers,Offense,Pair Slot,Ace,90 TE/Y Quick Cross
Tampa Bay Buccaneers,Offense,Pair Slot,Ace,Weak Draw
Tampa Bay Buccaneers,Offense,Pair Slot,Ace,50 X/Z Cross
Tampa Bay Buccaneers,Offense,Pair Slot,Ace,Weak Outside Zone
Tampa Bay Buccaneers,Offense,Pair Slot,Ace,50 Z Fade
Tampa Bay Buccaneers,Offense,Pair Slot,Ace,Strong Toss
Tampa Bay Buccaneers,Offense,Pair Slot,Ace,Weak Zone Cutback
Tampa Bay Buccaneers,Offense,Pair Slot,Ace,90 Z Bubble Motion
Tampa Bay Buccaneers,Offense,Pair Slot,Ace,Strong Center Power
Tampa Bay Buccaneers,Offense,Pair Slot,Ace,Slot Reverse Strong B
Tampa Bay Buccaneers,Offense,Pair Slot,Ace,Fake Toss Reverse
Tampa Bay Buccaneers,Offense,Pair Slot,Ace,Toss Reverse Strong B
Tampa Bay Buccaneers,Offense,Triple Left,Kings,90 X Quick Corner 
Tampa Bay Buccaneers,Offense,Triple Left,Kings,Weak Dive
Tampa Bay Buccaneers,Offense,Triple Left,Kings,50 TE Seam
Tampa Bay Buccaneers,Offense,Triple Left,Kings,Weak Toss
Tampa Bay Buccaneers,Offense,Triple Left,Kings,50 Y Deep Hook
Tampa Bay Buccaneers,Offense,Triple Left,Kings,Strong Sweep
Tampa Bay Buccaneers,Offense,Trey Left,Flush,90 A Quick Out
Tampa Bay Buccaneers,Offense,Trey Left,Flush,Weak Zone Cutback
Tampa Bay Buccaneers,Offense,Trey Left,Flush,50 Z Drag
Tampa Bay Buccaneers,Offense,Trey Left,Flush,Weak Toss
Tampa Bay Buccaneers,Offense,Trey Left,Flush,50 X Out-n-Up
Tampa Bay Buccaneers,Offense,Trey Left,Flush,Strong Sweep
Tampa Bay Buccaneers,Offense,Trey Left,Flush,90 All Stop
Tampa Bay Buccaneers,Offense,Trey Left,Flush,QB Draw
Tampa Bay Buccaneers,Offense,Trey Left,Flush,50 Y Under
Tampa Bay Buccaneers,Offense,Doubles Right,Kings,90 Y Speed Under
Tampa Bay Buccaneers,Offense,Doubles Right,Kings,Weak Outside Zone
Tampa Bay Buccaneers,Offense,Doubles Right,Kings,50 Y Post-Corner
Tampa Bay Buccaneers,Offense,Doubles Right,Kings,Weak Sweep
Tampa Bay Buccaneers,Offense,Doubles Right,Kings,50 Y Fade
Tampa Bay Buccaneers,Offense,Doubles Right,Kings,Strong T-Toss
Tampa Bay Buccaneers,Offense,Doubles Right,Kings,PA Z Stop-n-Go
Tampa Bay Buccaneers,Offense,Doubles Right,Kings,Strong Dive
Tampa Bay Buccaneers,Offense,Doubles Right,Kings,50 H Screen Strong
Tampa Bay Buccaneers,Offense,Quads Right,Flush,90 A Quick Out
Tampa Bay Buccaneers,Offense,Quads Right,Flush,Strong Dive
Tampa Bay Buccaneers,Offense,Quads Right,Flush,50 X/Y Cross
Tampa Bay Buccaneers,Offense,Quads Right,Flush,Weak Sweep
Tampa Bay Buccaneers,Offense,Quads Right,Flush,50 All Go
Tampa Bay Buccaneers,Offense,Quads Right,Flush,Strong Toss
Tampa Bay Buccaneers,Offense,Quads Right,Flush,PA Y Slant
Tampa Bay Buccaneers,Offense,Quads Right,Flush,QB Draw
Tampa Bay Buccaneers,Offense,Quads Right,Flush,50 Y Slant-n-Go
Tampa Bay Buccaneers,Offense,Ace Right,Ace,90 All Stop
Tampa Bay Buccaneers,Offense,Ace Right,Ace,Strong Dive
Tampa Bay Buccaneers,Offense,Ace Right,Ace,50 Stops-n-Corners
Tampa Bay Buccaneers,Offense,Ace Right,Ace,Weak Sweep
Tampa Bay Buccaneers,Offense,Ace Right,Ace,50 All Curl
Tampa Bay Buccaneers,Offense,Ace Right,Ace,Strong Toss
Tampa Bay Buccaneers,Offense,Ace Right,Ace,Weak Center Power
Tampa Bay Buccaneers,Offense,Ace Right,Ace,RO Z Post-Corner
Tampa Bay Buccaneers,Offense,Ace Right,Ace,Strong Outside Zone
New England Patriots,Offense,Base Bunch,Pro,90 Z Quick Out
New England Patriots,Offense,Base Bunch,Pro,Weak Zone Cutback
New England Patriots,Offense,Base Bunch,Pro,50 Strong Spread
New England Patriots,Offense,Base Bunch,Pro,Strong Outside Zone
New England Patriots,Offense,Base Bunch,Pro,90 F Flat
New England Patriots,Offense,Base Bunch,Pro,Strong F Lead T-Toss
New England Patriots,Offense,Base Bunch,Pro,PA F/Z Cross
New England Patriots,Offense,Base Bunch,Pro,Strong Draw
New England Patriots,Offense,Base Bunch,Pro,RO Strong Flow
New England Patriots,Offense,Base Bunch,Pro,Weak Dive
New England Patriots,Offense,Base Bunch,Pro,50 H Screen Strong
New England Patriots,Offense,Base Bunch,Pro,Strong Toss
New England Patriots,Offense,Base Bunch,Pro,Flea Flicker
New England Patriots,Offense,Base Bunch,Pro,Fake Toss Reverse
New England Patriots,Offense,Base Bunch,Pro,H Lead Shovel
New England Patriots,Offense,Tight Triple,Ace,90 Y Speed Rub Out
New England Patriots,Offense,Tight Triple,Ace,Strong Dive
New England Patriots,Offense,Tight Triple,Ace,50 H Wheel
New England Patriots,Offense,Tight Triple,Ace,Weak Toss
New England Patriots,Offense,Tight Triple,Ace,50 Over-n-Under
New England Patriots,Offense,Tight Triple,Ace,Strong Y Trap
New England Patriots,Offense,Tight Triple,Ace,90 Z Arrow
New England Patriots,Offense,Tight Triple,Ace,Strong Draw
New England Patriots,Offense,Tight Triple,Ace,50 H Screen Strong
New England Patriots,Offense,Tight Triple,Ace,PA Seam Read
New England Patriots,Offense,Tight Triple,Ace,QB Bootleg
New England Patriots,Offense,Tight Triple,Ace,PA-RO Corners
New England Patriots,Offense,Tight Triple,Ace,90 Quick Slants
New England Patriots,Offense,Tight Triple,Ace,Fake Toss Reverse
New England Patriots,Offense,Tight Triple,Ace,50 H Swing Strong
New England Patriots,Offense,Triple,Kings,90 Z Quick Out
New England Patriots,Offense,Triple,Kings,Strong Draw
New England Patriots,Offense,Triple,Kings,50 X Arrow-n-Go
New England Patriots,Offense,Triple,Kings,Weak Toss
New England Patriots,Offense,Triple,Kings,90 Y Speed Rub Out
New England Patriots,Offense,Triple,Kings,Strong Zone Cutback
New England Patriots,Offense,Triple,Kings,90 H Speed Out
New England Patriots,Offense,Triple,Kings,Weak Dive
New England Patriots,Offense,Triple,Kings,50 H Screen Strong
New England Patriots,Offense,Triple,Kings,PA TE Seam
New England Patriots,Offense,Triple,Kings,Strong Center Power
New England Patriots,Offense,Triple,Kings,PA-RO Overflow
New England Patriots,Offense,Triple,Kings,Slot Reverse Weak
New England Patriots,Offense,Triple,Kings,Flea Flicker
New England Patriots,Offense,Triple,Kings,Toss Reverse Weak
New England Patriots,Offense,Trey,Flush,90 A Quick Out
New England Patriots,Offense,Trey,Flush,Strong Draw
New England Patriots,Offense,Trey,Flush,50 X Arrow-n-Go
New England Patriots,Offense,Trey,Flush,Weak Outside Zone
New England Patriots,Offense,Trey,Flush,50 H Swing Strong
New England Patriots,Offense,Trey,Flush,Strong Toss
New England Patriots,Offense,Trey,Flush,PA H Wheel
New England Patriots,Offense,Trey,Flush,Strong Center Power
New England Patriots,Offense,Trey,Flush,PA-RO Overflow
New England Patriots,Offense,Trey,Flush,Slot Reverse Weak C
New England Patriots,Offense,Trey,Flush,Flea Flicker
New England Patriots,Offense,Trey,Flush,Toss Reverse Weak C
New England Patriots,Offense,Tight Bunch,Kings,90 Z Quick Out
New England Patriots,Offense,Tight Bunch,Kings,Strong Draw
New England Patriots,Offense,Tight Bunch,Kings,50 Strong Spread
New England Patriots,Offense,Tight Bunch,Kings,Weak Stretch
New England Patriots,Offense,Tight Bunch,Kings,90 Y Flat
New England Patriots,Offense,Tight Bunch,Kings,Strong Toss Sweep
New England Patriots,Offense,Tight Bunch,Kings,PA TE Seam
New England Patriots,Offense,Tight Bunch,Kings,Strong Y Trap
New England Patriots,Offense,Tight Bunch,Kings,PA-RO Strong Flood
New England Patriots,Offense,Tight Bunch,Kings,H Lead Shovel
New England Patriots,Offense,Tight Bunch,Kings,Fake Toss Reverse
New England Patriots,Offense,Tight Bunch,Kings,50 Y Stop-n-Go
New England Patriots,Offense,Trips,Kings,90 Y Speed Rub Out
New England Patriots,Offense,Trips,Kings,Strong Zone Cutback
New England Patriots,Offense,Trips,Kings,50 Y Slam-n-Go
New England Patriots,Offense,Trips,Kings,Weak Toss
New England Patriots,Offense,Trips,Kings,50 Over-n-Under
New England Patriots,Offense,Trips,Kings,Strong Outside Zone
New England Patriots,Offense,Trips,Kings,PA X Post-Corner
New England Patriots,Offense,Trips,Kings,Weak Draw
New England Patriots,Offense,Trips,Kings,50 Y Stop-n-Go
New England Patriots,Offense,Trips,Kings,Slot Reverse Strong
New England Patriots,Offense,Trips,Kings,Flea Flicker
New England Patriots,Offense,Trips,Kings,Toss Reverse Strong
New England Patriots,Offense,Ace,Ace,90 H Speed Out
New England Patriots,Offense,Ace,Ace,Weak Dive
New England Patriots,Offense,Ace,Ace,50 H Wheel
New England Patriots,Offense,Ace,Ace,Weak Counter
New England Patriots,Offense,Ace,Ace,50 Stops-n-Corners
New England Patriots,Offense,Ace,Ace,Strong Toss Counter
New England Patriots,Offense,Ace,Ace,90 Quick Slants
New England Patriots,Offense,Ace,Ace,Strong Dive
New England Patriots,Offense,Ace,Ace,50 H Screen Strong
New England Patriots,Offense,Ace,Ace,PA X/Z Go
New England Patriots,Offense,Ace,Ace,Strong Draw
New England Patriots,Offense,Ace,Ace,PA-RO Z Rollaway
New England Patriots,Offense,Quads,Flush,90 Quick Slants
New England Patriots,Offense,Quads,Flush,Weak Dive
New England Patriots,Offense,Quads,Flush,50 Double Cross
New England Patriots,Offense,Quads,Flush,Weak Outside Zone
New England Patriots,Offense,Quads,Flush,50 Z Slip Screen
New England Patriots,Offense,Quads,Flush,Strong Toss
New England Patriots,Offense,Quads,Flush,50 X/A Cross
New England Patriots,Offense,Quads,Flush,Strong Draw
New England Patriots,Offense,Quads,Flush,PA X Post-Corner
New England Patriots,Offense,Quads,Flush,Slot Reverse Strong
New England Patriots,Offense,Quads,Flush,PA Reverse X Post
New England Patriots,Offense,Quads,Flush,Toss Reverse Strong
New England Patriots,Offense,Doubles,Kings,90 Z Arrow
New England Patriots,Offense,Doubles,Kings,Strong Dive
New England Patriots,Offense,Doubles,Kings,50 H Swing Strong
New England Patriots,Offense,Doubles,Kings,Weak Zone Bounce
New England Patriots,Offense,Doubles,Kings,50 Y Swing Weak
New England Patriots,Offense,Doubles,Kings,Strong Stretch
New England Patriots,Offense,Doubles,Kings,PA Double Cross
New England Patriots,Offense,Doubles,Kings,Strong Draw
New England Patriots,Offense,Doubles,Kings,50 Y Stop-n-Go
New England Patriots,Offense,Doubles,Kings,Slot Reverse Strong
New England Patriots,Offense,Doubles,Kings,Flea Flicker
New England Patriots,Offense,Doubles,Kings,Toss Reverse Strong
New England Patriots,Offense,F Wing Jokers,Jokers,90 F Speed Out
New England Patriots,Offense,F Wing Jokers,Jokers,Weak Fan Iso
New England Patriots,Offense,F Wing Jokers,Jokers,50 Wings Zip
New England Patriots,Offense,F Wing Jokers,Jokers,Weak Outside Zone
New England Patriots,Offense,F Wing Jokers,Jokers,50 WB Wheel
New England Patriots,Offense,F Wing Jokers,Jokers,Strong Sweep
New England Patriots,Offense,F Wing Jokers,Jokers,Weak C-Toss
New England Patriots,Offense,F Wing Jokers,Jokers,PA Curls-n-Corners
New England Patriots,Offense,F Wing Jokers,Jokers,Fake Toss Reverse
New England Patriots,Offense,I Pro,Pro,90 Z Speed Under
New England Patriots,Offense,I Pro,Pro,Strong Iso
New England Patriots,Offense,I Pro,Pro,50 Double Post
New England Patriots,Offense,I Pro,Pro,Weak Zone Bounce
New England Patriots,Offense,I Pro,Pro,50 Outs-n-Go's
New England Patriots,Offense,I Pro,Pro,Strong Toss
New England Patriots,Offense,I Pro,Pro,PA X Slant-n-Go
New England Patriots,Offense,I Pro,Pro,Weak Belly
New England Patriots,Offense,I Pro,Pro,PA-RO Z Corner
New England Patriots,Offense,I Pro,Pro,HB Pass
New England Patriots,Offense,I Pro,Pro,Strong Center Power
New England Patriots,Offense,I Pro,Pro,H Lead Shovel
New England Patriots,Offense,I Twins,Pro,90 X/Z Speed Cross
New England Patriots,Offense,I Twins,Pro,Strong Zone Cutback
New England Patriots,Offense,I Twins,Pro,50 Slot Left Gin
New England Patriots,Offense,I Twins,Pro,Weak Outside Zone
New England Patriots,Offense,I Twins,Pro,50 Double Follow
New England Patriots,Offense,I Twins,Pro,Strong Center Power
New England Patriots,Offense,I Twins,Pro,PA-RO Z Delay Out
New England Patriots,Offense,I Twins,Pro,Weak Lead Draw
New England Patriots,Offense,I Twins,Pro,PA F Dump
New England Patriots,Offense,I Twins,Pro,Slot Reverse I
New England Patriots,Offense,I Twins,Pro,H Lead Shovel
New England Patriots,Offense,I Twins,Pro,Toss Reverse I
New England Patriots,Offense,I Jokers,Jokers,90 X Speed Under
New England Patriots,Offense,I Jokers,Jokers,Weak Fan Iso
New England Patriots,Offense,I Jokers,Jokers,50 Y/TE Comebacks
New England Patriots,Offense,I Jokers,Jokers,Weak Toss
New England Patriots,Offense,I Jokers,Jokers,90 Hitches
New England Patriots,Offense,I Jokers,Jokers,Strong Center Power
New England Patriots,Offense,I Jokers,Jokers,90 X Lob Fade
New England Patriots,Offense,I Jokers,Jokers,Strong Counter Trap
New England Patriots,Offense,I Jokers,Jokers,PA TE Rub Out
New England Patriots,Offense,Strong I Pro,Pro,90 F Speed Out
New England Patriots,Offense,Strong I Pro,Pro,Strong FB Dive
New England Patriots,Offense,Strong I Pro,Pro,50 TE Skinny
New England Patriots,Offense,Strong I Pro,Pro,Weak FB Sweep
New England Patriots,Offense,Strong I Pro,Pro,50 TE/Z Curls
New England Patriots,Offense,Strong I Pro,Pro,Strong Toss
New England Patriots,Offense,Strong I Pro,Pro,PA F Dump
New England Patriots,Offense,Strong I Pro,Pro,Weak Counter Trap
New England Patriots,Offense,Strong I Pro,Pro,RO H Flare
New England Patriots,Offense,Weak I Pro,Pro,90 F Speed Out
New England Patriots,Offense,Weak I Pro,Pro,Weak Lead Draw
New England Patriots,Offense,Weak I Pro,Pro,50 Double Screen
New England Patriots,Offense,Weak I Pro,Pro,Weak Toss
New England Patriots,Offense,Weak I Pro,Pro,50 Z Rub In
New England Patriots,Offense,Weak I Pro,Pro,Strong Counter Trap
New England Patriots,Offense,Weak I Pro,Pro,PA x post-Corner
New England Patriots,Offense,Weak I Pro,Pro,Weak FB Dive
New England Patriots,Offense,Weak I Pro,Pro,RO H Dump
New England Patriots,Offense,Split Jokers,Jokers,90 X Lob Fade
New England Patriots,Offense,Split Jokers,Jokers,Weak Dive
New England Patriots,Offense,Split Jokers,Jokers,50 Strong Outs
New England Patriots,Offense,Split Jokers,Jokers,Strong F Lead T-Toss
New England Patriots,Offense,Split Jokers,Jokers,50 H/F Replace
New England Patriots,Offense,Split Jokers,Jokers,Strong Sweep
New England Patriots,Offense,Split Jokers,Jokers,Weak Zone Cutback
New England Patriots,Offense,Split Jokers,Jokers,PA TE Seam
New England Patriots,Offense,Split Jokers,Jokers,Strong FB Toss
New England Patriots,Offense,Split Jokers,Jokers,PA Y Corner
New England Patriots,Offense,Split Jokers,Jokers,QB Sneak
New England Patriots,Offense,Split Jokers,Jokers,RO Strong Flow
New England Patriots,Offense,Triple H Flex,Kings,90 H Speed Under
New England Patriots,Offense,Triple H Flex,Kings,QB Draw
New England Patriots,Offense,Triple H Flex,Kings,50 Y Seam
New England Patriots,Offense,Triple H Flex,Kings,90 H Lob Corner
New England Patriots,Offense,Triple H Flex,Kings,RO Z Corner-Post
New England Patriots,Offense,Triple H Flex,Kings,50 H Wheel
New England Patriots,Offense,Doubles H Flex,Pro,90 Z/H Hot
New England Patriots,Offense,Doubles H Flex,Pro,QB Pump Draw
New England Patriots,Offense,Doubles H Flex,Pro,50 Y Seam
New England Patriots,Offense,Doubles H Flex,Pro,RO Y Sprint Screen
New England Patriots,Offense,Doubles H Flex,Pro,90 Y Screen Weak
New England Patriots,Offense,Doubles H Flex,Pro,RO Z/H Deep Cross
New England Patriots,Offense,Ace Trips Open,Ace,90 H Speed Under
New England Patriots,Offense,Ace Trips Open,Ace,QB Draw
New England Patriots,Offense,Ace Trips Open,Ace,50 Y/H Cross
New England Patriots,Offense,Ace Trips Open,Ace,90 H Lob Fade
New England Patriots,Offense,Ace Trips Open,Ace,50 Z Deep Slide
New England Patriots,Offense,Ace Trips Open,Ace,50 X/Z In-n-Out
New England Patriots,Offense,Gun: Pair Slot Left,Ace,90 X/Y Slam
New England Patriots,Offense,Gun: Pair Slot Left,Ace,Weak Draw
New England Patriots,Offense,Gun: Pair Slot Left,Ace,50 Slot Left Gin
New England Patriots,Offense,Gun: Pair Slot Left,Ace,50 Z Deep Slide
New England Patriots,Offense,Gun: Pair Slot Left,Ace,Strong Sweep
New England Patriots,Offense,Gun: Pair Slot Left,Ace,50 X Arrow-n-Go
New England Patriots,Offense,Gun: Pair Slot Left,Ace,50 Y Seam
New England Patriots,Offense,Gun: Pair Slot Left,Ace,H Direct Snap
New England Patriots,Offense,Gun: Pair Slot Left,Ace,Direct Snap Tossback
New England Patriots,Offense,Gun: Base Open,Pro,90 F Swing Strong
New England Patriots,Offense,Gun: Base Open,Pro,QB Pump Draw
New England Patriots,Offense,Gun: Base Open,Pro,50 F Rub Out
New England Patriots,Offense,Gun: Base Open,Pro,90 H Lob Fade
New England Patriots,Offense,Gun: Base Open,Pro,50 Flow Away
New England Patriots,Offense,Gun: Base Open,Pro,50 H Slip Screen
New England Patriots,Offense,Gun: Trey Right,Flush,90 X/Y Slam
New England Patriots,Offense,Gun: Trey Right,Flush,Strong Dive
New England Patriots,Offense,Gun: Trey Right,Flush,50 H Wheel
New England Patriots,Offense,Gun: Trey Right,Flush,Weak Sweep
New England Patriots,Offense,Gun: Trey Right,Flush,50 H Swing Strong
New England Patriots,Offense,Gun: Trey Right,Flush,Strong Toss
New England Patriots,Offense,Gun: Trey Right,Flush,50 Z Deep Slide
New England Patriots,Offense,Gun: Trey Right,Flush,Strong Draw
New England Patriots,Offense,Gun: Trey Right,Flush,PA Y Curl
New England Patriots,Offense,Gun: Trey Right,Flush,50 H Screen Strong
New England Patriots,Offense,Gun: Trey Right,Flush,H Direct Snap
New England Patriots,Offense,Gun: Trey Right,Flush,Direct Snap Tossback
New England Patriots,Offense,Gun: Trips Left,Kings,50 H Swing Weak
New England Patriots,Offense,Gun: Trips Left,Kings,Weak Draw
New England Patriots,Offense,Gun: Trips Left,Kings,50 Over-n-Under
New England Patriots,Offense,Gun: Trips Left,Kings,Weak Toss
New England Patriots,Offense,Gun: Trips Left,Kings,PA X Post-Corner
New England Patriots,Offense,Gun: Trips Left,Kings,Strong Sweep
New England Patriots,Offense,Gun: Trips Left,Kings,Direct Snap Tossback
New England Patriots,Offense,Gun: Trips Left,Kings,H Direct Snap
New England Patriots,Offense,Gun: Trips Left,Kings,50 Y Stop-n-Go
New England Patriots,Offense,Gun: Doubles Right,Kings,90 Z Arrow
New England Patriots,Offense,Gun: Doubles Right,Kings,Strong Draw
New England Patriots,Offense,Gun: Doubles Right,Kings,50 Y Slam-n-Go
New England Patriots,Offense,Gun: Doubles Right,Kings,Weak Sweep
New England Patriots,Offense,Gun: Doubles Right,Kings,50 Y Swing Weak
New England Patriots,Offense,Gun: Doubles Right,Kings,Strong Toss
New England Patriots,Offense,Gun: Doubles Right,Kings,PA Z/TE Cross
New England Patriots,Offense,Gun: Doubles Right,Kings,Strong Zone Cutback
New England Patriots,Offense,Gun: Doubles Right,Kings,PA Double Cross
New England Patriots,Offense,Gun: Doubles Right,Kings,Direct Snap Tossback
New England Patriots,Offense,Gun: Doubles Right,Kings,H Direct Snap
New England Patriots,Offense,Gun: Doubles Right,Kings,50 H Swing Strong
New England Patriots,Offense,Gun: Quads Left,Flush,90 Z Arrow
New England Patriots,Offense,Gun: Quads Left,Flush,Weak Draw
New England Patriots,Offense,Gun: Quads Left,Flush,50 Double Cross
New England Patriots,Offense,Gun: Quads Left,Flush,Weak Toss
New England Patriots,Offense,Gun: Quads Left,Flush,50 Stops-n-Corners
New England Patriots,Offense,Gun: Quads Left,Flush,Strong Sweep
New England Patriots,Offense,Gun: Quads Left,Flush,PA Y Curl
New England Patriots,Offense,Gun: Quads Left,Flush,QB Lead Draw
New England Patriots,Offense,Gun: Quads Left,Flush,50 X/A Cross
Detroit Lions,Offense,Split Pro,Pro,90 Z Slam
Detroit Lions,Offense,Split Pro,Pro,Strong FB Dive
Detroit Lions,Offense,Split Pro,Pro,50 Double Swing
Detroit Lions,Offense,Split Pro,Pro,Weak FB Sweep
Detroit Lions,Offense,Split Pro,Pro,50 H/F Flares
Detroit Lions,Offense,Split Pro,Pro,Strong Sweep
Detroit Lions,Offense,Split Pro,Pro,50 F Wheel
Detroit Lions,Offense,Split Pro,Pro,Weak Draw
Detroit Lions,Offense,Split Pro,Pro,50 H Screen Weak
Detroit Lions,Offense,Split Pro,Pro,Weak G-Toss
Detroit Lions,Offense,Split Pro,Pro,RO X Comeback
Detroit Lions,Offense,Split Pro,Pro,Strong Fan Iso
Detroit Lions,Offense,Split Twins,Pro,90 X Slip Screen
Detroit Lions,Offense,Split Twins,Pro,Weak Dive
Detroit Lions,Offense,Split Twins,Pro,50 X Deep Drag
Detroit Lions,Offense,Split Twins,Pro,Weak FB Sweep
Detroit Lions,Offense,Split Twins,Pro,50 Double Swing
Detroit Lions,Offense,Split Twins,Pro,Strong Sweep
Detroit Lions,Offense,Split Twins,Pro,PA Delay Corner
Detroit Lions,Offense,Split Twins,Pro,Strong FB Draw
Detroit Lions,Offense,Split Twins,Pro,RO Quick Outs
Detroit Lions,Offense,Split Twins,Pro,Weak G-Toss
Detroit Lions,Offense,Split Twins,Pro,50 H/F Wheels
Detroit Lions,Offense,Split Twins,Pro,Strong Counter
Detroit Lions,Offense,Split Spread,Queens,50 H Screen Weak
Detroit Lions,Offense,Split Spread,Queens,Weak Dive
Detroit Lions,Offense,Split Spread,Queens,50 F Wheel
Detroit Lions,Offense,Split Spread,Queens,Weak Zone Cutback
Detroit Lions,Offense,Split Spread,Queens,50 H/F Wheels
Detroit Lions,Offense,Split Spread,Queens,Strong Toss
Detroit Lions,Offense,Split Spread,Queens,50 Double Swing
Detroit Lions,Offense,Split Spread,Queens,Strong FB Toss
Detroit Lions,Offense,Split Spread,Queens,RO Z Out
Detroit Lions,Offense,Split Spread,Queens,Weak FB Sweep
Detroit Lions,Offense,Split Spread,Queens,PA X Slide-n-Go
Detroit Lions,Offense,Split Spread,Queens,Strong Sweep
Detroit Lions,Offense,Split Jokers,Jokers,Weak FB Sweep
Detroit Lions,Offense,Split Jokers,Jokers,90 Hitches
Detroit Lions,Offense,Split Jokers,Jokers,Strong Sweep
Detroit Lions,Offense,Split Jokers,Jokers,90 F Speed Out
Detroit Lions,Offense,Split Jokers,Jokers,Weak Draw
Detroit Lions,Offense,Split Jokers,Jokers,50 Y/TE Cross
Detroit Lions,Offense,Split Jokers,Jokers,Strong FB Draw
Detroit Lions,Offense,Split Jokers,Jokers,50 Double Swing
Detroit Lions,Offense,Split Jokers,Jokers,Strong Power
Detroit Lions,Offense,Split Jokers,Jokers,QB Lead Draw
Detroit Lions,Offense,Split Jokers,Jokers,PA Delay Corner
Detroit Lions,Offense,Split Jokers,Jokers,QB Sneak
Detroit Lions,Offense,Near Twins,Pro,90 H Speed Out
Detroit Lions,Offense,Near Twins,Pro,Strong Dive
Detroit Lions,Offense,Near Twins,Pro,50 TE Corner
Detroit Lions,Offense,Near Twins,Pro,Weak Sweep
Detroit Lions,Offense,Near Twins,Pro,90 Z Speed Under
Detroit Lions,Offense,Near Twins,Pro,Strong Wing Toss
Detroit Lions,Offense,Near Twins,Pro,PA Z Quick Slant
Detroit Lions,Offense,Near Twins,Pro,Strong Zone Cutback
Detroit Lions,Offense,Near Twins,Pro,RO H Streak
Detroit Lions,Offense,Far Twins,Pro,90 Z Speed Under
Detroit Lions,Offense,Far Twins,Pro,Weak F Iso
Detroit Lions,Offense,Far Twins,Pro,50 Double Swing
Detroit Lions,Offense,Far Twins,Pro,Weak FB Sweep
Detroit Lions,Offense,Far Twins,Pro,50 F Wheel
Detroit Lions,Offense,Far Twins,Pro,Strong Sweep
Detroit Lions,Offense,Far Twins,Pro,RO H Dump
Detroit Lions,Offense,Far Twins,Pro,Weak Dive
Detroit Lions,Offense,Far Twins,Pro,PA X/Z Cross
Detroit Lions,Offense,Twins H Split,Pro,90 F Dump
Detroit Lions,Offense,Twins H Split,Pro,Strong FB Dive
Detroit Lions,Offense,Twins H Split,Pro,50 X Post
Detroit Lions,Offense,Twins H Split,Pro,90 H Speed Under
Detroit Lions,Offense,Twins H Split,Pro,Strong FB Toss
Detroit Lions,Offense,Twins H Split,Pro,50 F Swing Strong
Detroit Lions,Offense,Twins H Split,Pro,QB Lead Draw
Detroit Lions,Offense,Twins H Split,Pro,PA H Out-n-Up
Detroit Lions,Offense,Twins H Split,Pro,QB Sneak
Detroit Lions,Offense,Quads,Flush,90 All Slants
Detroit Lions,Offense,Quads,Flush,Strong Zone Cutback
Detroit Lions,Offense,Quads,Flush,50 Double Cross
Detroit Lions,Offense,Quads,Flush,Weak Dive
Detroit Lions,Offense,Quads,Flush,Z Slip Screen
Detroit Lions,Offense,Quads,Flush,Strong Toss
Detroit Lions,Offense,Quads,Flush,Weak Outside Zone
Detroit Lions,Offense,Quads,Flush,50 Slot Outs
Detroit Lions,Offense,Quads,Flush,Strong Draw
Detroit Lions,Offense,Quads,Flush,Slot Reverse Strong
Detroit Lions,Offense,Quads,Flush,PA Reverse Z In
Detroit Lions,Offense,Quads,Flush,Toss Reverse Strong
Detroit Lions,Offense,Doubles,Kings,90 All Hot
Detroit Lions,Offense,Doubles,Kings,Strong Draw
Detroit Lions,Offense,Doubles,Kings,50 Stops-n-Corners
Detroit Lions,Offense,Doubles,Kings,Weak Toss
Detroit Lions,Offense,Doubles,Kings,50 Y Swing Weak
Detroit Lions,Offense,Doubles,Kings,Strong Power
Detroit Lions,Offense,Doubles,Kings,PA X Post-Corner
Detroit Lions,Offense,Doubles,Kings,Strong T-Toss
Detroit Lions,Offense,Doubles,Kings,PA-RO Z Stop
Detroit Lions,Offense,Doubles,Kings,Toss Reverse Strong
Detroit Lions,Offense,Doubles,Kings,HB Pass
Detroit Lions,Offense,Doubles,Kings,Slot Reverse Strong
Detroit Lions,Offense,Trips,Flush,90 Z Quick Slant
Detroit Lions,Offense,Trips,Flush,Weak Dive
Detroit Lions,Offense,Trips,Flush,50 H Screen Strong
Detroit Lions,Offense,Trips,Flush,Weak Toss
Detroit Lions,Offense,Trips,Flush,50 Y/A Curl-n-Go
Detroit Lions,Offense,Trips,Flush,Strong Toss
Detroit Lions,Offense,Trips,Flush,90 A Quick Out
